Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA NEA MONTEIRO COSTA,32010699,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOSSA SENHORA DA PENHA, 273 HONORIO FRAGA. 29704-630 Colatina - ES.",(27) 37119509,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-19.5279957,-40.6624371
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI CONDE DE LINHARES,32010702,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ADAMASTOR SALVADOR, 64 CENTRO. 29700-050 Colatina - ES.",(27) 31777246,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.5336904,-40.6268822
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM GERALDO VARGAS NOGUEIRA,32010710,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BRASIL, SNº LACE. 29703-035 Colatina - ES.",(27) 37116554,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.5273155,-40.6319705
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM HONORIO FRAGA,32010729,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOSSA SENHORA APARECIDA, 214 SAO SILVANO. 29703-270 Colatina - ES.",(27) 31205171,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.5225188,-40.6363102
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF CAROLINA PICHLER,32010745,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUIZ MARANHAO, 225 ESCOLA. SAO PEDRO. 29706-807 Colatina - ES.",(27) 37224595,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-19.5197413,-40.6474073
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM RUBENS RANGEL,32010753,ES,Colatina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO II, 128 ESPLANADA. 29702-715 Colatina - ES.",(27) 37220141,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.53849939,-40.63441309
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF DR MOACIR AVIDOS,32011709,ES,Governador Lindenberg,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SILVINO DE CASTRO, SN MOACIR AVIDOS. 29720-000 Governador Lindenberg - ES.",(27) 997444215,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-19.2358175,-40.5114522
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSOR SANTOS PINTO,32011717,ES,Governador Lindenberg,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO DALFIOR, 250 CENTRO. 29720-000 Governador Lindenberg - ES.",(27) 37445379,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-19.2528618,-40.4624846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM IRINEU MORELLO,32012420,ES,Governador Lindenberg,Rural,A escola não está em área de localização diferenciada,Pública,"AVENIDA ANDRE MORELLO, SN DISTRITO DE MORELLO. 29720-000 Governador Lindenberg - ES.",(27) 96974900,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-19.1415206,-40.4670826
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF CARLOS MENDES,32012438,ES,Governador Lindenberg,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALVINO PAULO PEREIRA, 883 NOVO BRASIL. 29724-000 Governador Lindenberg - ES.",(27) 37443169,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-19.2250131,-40.5932777
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PADRE ANTONIO VOLKERS,32012713,ES,Marilândia,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DOM BOSCO, 782 CENTRO. 29725-000 Marilândia - ES.",(27) 37241741,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.4101631,-40.543951
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ARARIBOIA,32013272,ES,Pancas,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA JOSE NUNES DE MIRANDA, 900 LIRIO DOS VALES. 29750-000 Pancas - ES.",(27) 37262199,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.2213903,-40.8535563
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SEBASTIANA GRILO,32013728,ES,Pancas,Urbana,Área onde se localizam povos e comunidades tradicionais,Pública,"RUA AMAZONAS, 20 PREDIO ESCOLAR. LAGINHA. 29755-000 Pancas - ES.",(27) 37264257,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-19.1616831,-40.7729622
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JANUARIO RIBEIRO,32013906,ES,Pancas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTIMO BERALDO DOS REIS, SN VILA VERDE. 29752-000 Pancas - ES.",(27) 996056906,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-18.9729683,-40.8773477
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SAO DOMINGOS,32014236,ES,São Domingos do Norte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA THEREZA FIORENTINI, 98 CENTRO. 29745-000 São Domingos do Norte - ES.",(27) 995890733,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.1472732,-40.622489
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DOM JOSE DALVIT,32014597,ES,Montanha,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LINHARES, 14 CENTRO. CENTRO. 29890-000 Montanha - ES.",(27) 37541249,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-18.1266536,-40.3660489
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI PROFESSOR ELPIDIO CAMPOS DE OLIVEIRA,32014627,ES,Montanha,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO PAULINO, 1085 ZONA URBANA. CENTRO. 29890-000 Montanha - ES.",(27) 96539637,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-18.1265465,-40.361787
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM BELA VISTA,32014708,ES,Montanha,Rural,Área de assentamento,Pública,"RUA ASSENTAMENTO BELA VISTA, SN ZONA RURAL. 29890-000 Montanha - ES.",(27) 98643144,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.209256,-40.2452788
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEPEF FRANCISCO DOMINGOS RAMOS,32014724,ES,Montanha,Rural,Área de assentamento,Pública,"ASSENTAMENTO FRANCISCO D RAMOS, SN ZONA RURAL. 29890-000 Montanha - ES.",(27) 98643144,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.2037532,-40.1323446
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PADRE MANOEL DA NOBREGA,32014775,ES,Montanha,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PRESIDENTE KENNEDY, 190 INSTITUICAO. CENTRO. 29894-000 Montanha - ES.",(27) 96681154,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-18.1960148,-40.2651617
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF MARIA MAGDALENA DA SILVA,32015070,ES,Ponto Belo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ACRE, 40 PREDIO ESCOLAR. VILA NOVA. 29885-000 Ponto Belo - ES.",(27) 995905030,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-18.1285429,-40.5386399
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DE MUCURICI,32015089,ES,Mucurici,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ROUXINOL, 6 PLANALTO. 29880-000 Mucurici - ES.",(27) 96612202,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-18.096572,-40.5215843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MARGEM DO ITAUNINHAS,32015496,ES,Pinheiros,Rural,Área de assentamento,Pública,"ASSENTAMENTO NOVA VITORIA, SN ESCOLA. ZONA RURAL. 29980-000 Pinheiros - ES.",(27) 96867585,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.3992513,-40.2552422
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SAO JOAO DO SOBRADO,32015550,ES,Pinheiros,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANA ATAIDES, 285 SAO JOAO DO SOBRADO. 29985-000 Pinheiros - ES.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-18.3183176,-40.4050936
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM NOSSA SENHORA DE LOURDES,32015631,ES,Pinheiros,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EURICO REZENDE, 320 ESCOLA. CENTRO. 29980-000 Pinheiros - ES.",(27) 997206728,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-18.410439,-40.2119883
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM PROF JOAQUIM FONSECA,32016158,ES,Conceição da Barra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SETE DE DEZEMBRO, 31 CENTRO. 29960-000 Conceição da Barra - ES.",(27) 99200101,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-18.5945404,-39.7304975
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF ASSENTAMENTO UNIAO,32016352,ES,Conceição da Barra,Rural,Área de assentamento,Pública,"RUA ASSENTAMENTO PONTAL DO JUNDIA, SN RUA BRACO DO RIO. 29967-000 Conceição da Barra - ES.",(27) 993300000,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-18.3934384,-39.9143154
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOSE CARLOS CASTRO,32016387,ES,Conceição da Barra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA GOVERNADOR VALADARES, SN CENTRO. 29967-000 Conceição da Barra - ES.",,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.4319842,-39.9304766
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEPEF SAO BENEDITO,32016441,ES,Conceição da Barra,Rural,Área de assentamento,Pública,"ASSENTAMENTO RIO PRETOITAUNAS, SN ZONA RURAL. 29960-000 Conceição da Barra - ES.",(27) 99637764,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-18.3876193,-39.8011941
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CORREGO DO CEDRO,32016506,ES,Conceição da Barra,Rural,Área de assentamento,Pública,"ASSENTAMENTO PAULO VINHA, SN ITAUNAS. ZONA RURAL. 29960-000 Conceição da Barra - ES.",(27) 996534299,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.36591,-39.78859
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM XIII DE SETEMBRO,32016573,ES,São Mateus,Rural,Área de assentamento,Pública,"ASSENTAMENTO CORREGO DA AREIA - XIII DE SETEMBRO, SN SN. ZONA RURAL. 29940-480 São Mateus - ES.",(27) 999935670,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.81012167,-40.000065
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM IRMA TEREZA ALTOE,32016662,ES,Jaguaré,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 13 DE DEZEMBRO, 943 IRMA TEREZA. 29950-000 Jaguaré - ES.",(27) 996466496,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.9119032,-40.0773279
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM PEDRO PAULO GROBERIO,32016700,ES,Jaguaré,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA 09 DE AGOSTO, SN PROX SAO MARCOS. CENTRO. 29950-000 Jaguaré - ES.",(27) 98163311,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-18.9066645,-40.0734977
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DR EDWARD ABREU DO NASCIMENTO,32017243,ES,Pedro Canário,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DR EDWARD ABREU DO NASCIMENTO, SN NOVO HORIZONTE. 29970-000 Pedro Canário - ES.",(27) 97295540,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-18.2959021,-39.9589193
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF PEDRO CANARIO RIBEIRO,32017286,ES,Pedro Canário,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALBERTO REIS CASTRO, 102 PREDIO. CANARINHO. 29970-000 Pedro Canário - ES.",(27) 96666517,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-18.2936891,-39.9515915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF TRES DE MAIO,32017316,ES,Pedro Canário,Rural,Área de assentamento,Pública,"RUA ASSENTAMENTO CASTRO ALVES, SN ASSENTAMENTO CASTRO ALVES. 29970-000 Pedro Canário - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-18.2219911,-40.0565615
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI MANOEL DUARTE DA CUNHA,32017391,ES,Pedro Canário,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO GUEDES ALCOFORADO, 194 AVENIDA. COLINA. 29970-000 Pedro Canário - ES.",(27) 92362903,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.2974642,-39.9497569
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF LUIZA BASTOS FARIA,32017529,ES,Pedro Canário,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA FRANCISCO PORFIRIO DE SOUZA, SN PREDIO. CRISTAL DO NORTE. 29978-000 Pedro Canário - ES.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.0880829,-40.1076474
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM AMERICO SILVARES,32017952,ES,São Mateus,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BRASIL, 203 ESCOLA. VILA NOVA. 29941-090 São Mateus - ES.",(27) 998685224,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.7191807,-39.8730299
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DR EMILIO ROBERTO ZANOTTI,32017995,ES,São Mateus,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RAIMUNDO GUILHERME SOBRINHO, SN CENTRO. 29930-050 São Mateus - ES.",(27) 92472905,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.71815,-39.85921
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF EGIDIO BORDONI,32018045,ES,São Mateus,Urbana,A escola não está em área de localização diferenciada,Pública,"RODOVIA GOVERNADOR MARIO COVAS, 426 LATERAL. SAO BENEDITO. 29940-010 São Mateus - ES.",(27) 37673458,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-18.7281127,-39.8610926
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PIO XII,32018061,ES,São Mateus,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CORONEL CONSTANTINO CUNHA, 1890 CENTRO. 29930-360 São Mateus - ES.",(27) 37636118,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.7154237,-39.8510161
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SANTO ANTONIO,32018096,ES,São Mateus,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA COPA 70, 145 SANTO ANTONIO. 29941-570 São Mateus - ES.",(27) 37632748,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.7211407,-39.8804851
